,price,part,year,district,area,rooms,floor,tot_floors,type,street,cent_heat,rem_heat,intercom,internet,cable,sewer,aircon,elevator,new,parking,basement,phone,terrace,being_built,papers,enterable,euro_per_sqm,location_string,coordinates
2545,139000.0,Lipov lad,1939.0,Zvezdara,77.0,3.5,2,4,stan,Bulevar kralja Aleksandra,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1805.19480519,"Bulevar kralja Aleksandra, Beograd","(44.8035384, 20.4800925)"
2546,50000.0,Karaburma,1973.0,Palilula,64.0,3.0,,3,stan,Pere Ćetkovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,781.25,"Pere Ćetkovića, Beograd","(44.8081208, 20.5191235)"
2551,80000.0,Blok 70,1975.0,Novi Beograd,66.0,2.0,4,4,stan,Gandijeva,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1212.12121212,"Gandijeva, Beograd","(44.8083248, 20.3843392)"
2554,92900.0,Lipov lad,2017.0,Zvezdara,62.0,3.0,1,6,stan,Ulcinjska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1498.38709677,"Ulcinjska, Beograd","(44.7923904, 20.4980512)"
2560,250000.0,Dorćol,2017.0,Stari grad,120.0,3.0,3,,stan,Strahinjića Bana,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2083.33333333,"Strahinjića Bana, Beograd","(44.4482103, 20.6873929)"
2561,114000.0,Palilulska pijaca,1955.0,Palilula,86.0,4.0,2,2,stan,Stanoja Glavaša,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1325.58139535,"Stanoja Glavaša, Beograd","(44.8118611, 20.4759597)"
2568,26000.0,Cvetkova pijaca,1950.0,Zvezdara,19.0,1.0,,1,stan,Olge Jovanović,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1368.42105263,"Olge Jovanović, Beograd","(44.7918102, 20.5049584)"
2569,54000.0,Cvetkova pijaca,1950.0,Zvezdara,45.0,2.0,,1,stan,Olge Jovanović,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1200.0,"Olge Jovanović, Beograd","(44.7918102, 20.5049584)"
2570,59000.0,Mirijevo,2014.0,Zvezdara,87.0,3.5,,4,stan,Učiteljice Milice Janković,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,678.16091954,"Učiteljice Milice Janković, Beograd","(44.7927727, 20.5272045)"
2572,55900.0,Naselje Sava Kovačević,1990.0,Zemun,58.0,2.0,11,12,stan,Sava Burića,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,963.793103448,"Sava Burića, Beograd","(44.8436392, 20.3926706)"
2581,135000.0,Blok 44,1986.0,Novi Beograd,100.0,4.0,6,7,stan,Gandijeva,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1350.0,"Gandijeva, Beograd","(44.8083248, 20.3843392)"
2583,73000.0,Banovo brdo,1973.0,Čukarica,60.0,2.0,1,4,stan,Požeška,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1216.66666667,"Požeška, Beograd","(44.7852527, 20.4317754)"
2584,135000.0,Konjarnik,2017.0,Zvezdara,90.0,3.5,4,8,stan,Madridska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1500.0,"Madridska, Beograd","(44.7867406, 20.5158826)"
2588,85800.0,Učiteljsko naselje,2017.0,Zvezdara,66.0,3.0,2,2,stan,Kozarčeva,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1300.0,"Kozarčeva, Beograd","(44.7870297, 20.5117359)"
2589,90000.0,Cvetkova pijaca,2017.0,Zvezdara,75.0,3.5,2,4,stan,Lošinjska,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1200.0,"Lošinjska, Beograd","(44.7872487, 20.5224328)"
2591,77000.0,Ada Ciganlija,2007.0,Čukarica,61.0,3.0,6,6,stan,Radnička,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1262.29508197,"Radnička, Beograd","(44.6823693, 20.4430437)"
2600,127500.0,Gradska bolnica,2017.0,Zvezdara,85.0,3.0,6,7,stan,Dimitrija Tucovića,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1500.0,"Dimitrija Tucovića, Beograd","(44.388775, 20.2447319)"
2602,31200.0,Višnjička banja,2017.0,Palilula,39.0,1.5,,5,stan,Marina,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,800.0,"Marina, Beograd","(44.8174642, 20.5264544)"
2603,53550.0,Višnjička banja,2017.0,Palilula,63.0,2.5,1,3,stan,Marina,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,850.0,"Marina, Beograd","(44.8174642, 20.5264544)"
2604,38080.0,Višnjička banja,2017.0,Palilula,47.0,1.5,2,3,stan,Marina,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,810.212765957,"Marina, Beograd","(44.8174642, 20.5264544)"
2605,31200.0,Višnjička banja,2017.0,Palilula,39.0,1.5,3,3,stan,Marina,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,800.0,"Marina, Beograd","(44.8174642, 20.5264544)"
2611,61000.0,Mirijevo,1991.0,Zvezdara,65.0,2.5,3,5,stan,Milivoja Perovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,938.461538462,"Milivoja Perovića, Beograd","(44.7874245, 20.546558)"
2612,110000.0,Učiteljsko naselje,2009.0,Zvezdara,59.0,2.5,,2,stan,Kozarčeva,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1864.40677966,"Kozarčeva, Beograd","(44.7870297, 20.5117359)"
2616,175000.0,Centar (Stari grad),1955.0,Stari grad,80.0,3.0,3,5,stan,Majke Jevrosime,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,2187.5,"Majke Jevrosime, Beograd","(44.8135125, 20.4664272)"
2618,55000.0,Mirijevo,1984.0,Zvezdara,56.0,2.0,6,9,stan,Matice srpske,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,982.142857143,"Matice srpske, Beograd","(44.7862692, 20.5299115)"
2622,88500.0,Blok 44,1987.0,Novi Beograd,75.0,3.0,,6,stan,Gandijeva,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1180.0,"Gandijeva, Beograd","(44.8083248, 20.3843392)"
2623,21450.0,Kotež,2017.0,Palilula,33.0,1.0,2,3,stan,Veletinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,"Veletinska, Beograd","(44.8545693, 20.4661437)"
2624,23400.0,Kotež,2017.0,Palilula,36.0,1.5,1,3,stan,Veletinska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,650.0,"Veletinska, Beograd","(44.8545693, 20.4661437)"
2626,30000.0,Kotež,2009.0,Palilula,42.0,1.5,1,2,stan,7. sutjeska,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,714.285714286,"7. sutjeska, Beograd","(44.7603068, 20.5377032)"
2627,60000.0,Mirijevo,2016.0,Zvezdara,50.0,2.5,2,4,stan,Jovanke Radaković,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1200.0,"Jovanke Radaković, Beograd","(44.8026064, 20.5185846)"
2633,43000.0,Profesorska kolonija,2012.0,Palilula,41.0,2.0,,4,stan,Primorska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1048.7804878,"Primorska, Beograd","(44.8113438, 20.4819775)"
2643,125000.0,Autokomanda,1939.0,Voždovac,75.0,3.0,,4,stan,Ustanička,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1666.66666667,"Ustanička, Beograd","(44.7827419, 20.506166)"
2646,77000.0,Blok 38,1970.0,Novi Beograd,77.0,2.5,,7,stan,Bulevar Milutina Milankovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1000.0,"Bulevar Milutina Milankovića, Beograd","(44.8149255, 20.4046665)"
2647,51000.0,Gornji grad,2010.0,Zemun,43.0,1.5,2,3,stan,Skopljanska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1186.04651163,"Skopljanska, Beograd","(44.7950557, 20.2781908)"
2652,145000.0,Gornji Dorćol,1940.0,Stari grad,54.0,2.0,,4,stan,Strahinjića Bana,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2685.18518519,"Strahinjića Bana, Beograd","(44.4482103, 20.6873929)"
2654,129000.0,Autokomanda,1938.0,Voždovac,75.0,3.0,,4,stan,Ustanička,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1720.0,"Ustanička, Beograd","(44.7827419, 20.506166)"
2659,75000.0,Bežanijska kosa 2,1990.0,Novi Beograd,65.0,2.5,4,4,stan,Vajara Živojina Lukića,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1153.84615385,"Vajara Živojina Lukića, Beograd","(44.8204761, 20.3910266)"
2660,59000.0,Blok 70,1971.0,Novi Beograd,50.0,2.0,13,15,stan,Jurija Gagarina,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1180.0,"Jurija Gagarina, Beograd","(44.8034943, 20.4234044)"
2662,76000.0,Bežanijska kosa 2,1990.0,Novi Beograd,68.0,3.0,6,7,stan,Ismeta Mujezinovića,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1117.64705882,"Ismeta Mujezinovića, Beograd","(44.8155933, 20.3753916)"
2663,210000.0,Kalenić pijaca,1972.0,Vračar,91.0,4.0,2,5,stan,Kneginje Zorke,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2307.69230769,"Kneginje Zorke, Beograd","(44.7999305, 20.4659626)"
2665,53000.0,Olimp,2017.0,Zvezdara,48.0,1.5,,,stan,Ilindenska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1104.16666667,"Ilindenska, Beograd","(44.7876964, 20.520229)"
2667,47000.0,Veliki Mokri Lug,2010.0,Zvezdara,50.0,2.0,4,4,stan,Veselina Čajkanovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,940.0,"Veselina Čajkanovića, Beograd","(44.7650059, 20.5079432)"
2668,87000.0,Vukov spomenik,1961.0,Zvezdara,66.0,2.5,3,4,stan,Zahumska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1318.18181818,"Zahumska, Beograd","(44.8038749, 20.4822513)"
2673,41000.0,Olimp,2014.0,Zvezdara,50.0,1.5,2,2,stan,Živka Davidovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,820.0,"Živka Davidovića, Beograd","(44.7922875, 20.5070337)"
2674,115000.0,Dedinje,1970.0,Savski Venac,79.0,3.5,10,10,stan,Ljutice Bogdana,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1455.69620253,"Ljutice Bogdana, Beograd","(44.7792178, 20.4585769)"
2676,54000.0,Zvezdarska šuma,2004.0,Zvezdara,50.0,1.5,3,3,stan,Milete Jakšića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1080.0,"Milete Jakšića, Beograd","(44.8057754, 20.4964017)"
2681,61000.0,Vukov spomenik,1939.0,Zvezdara,48.0,2.0,2,4,stan,Stjepana Ljubiše,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1270.83333333,"Stjepana Ljubiše, Beograd","(44.8068465, 20.483705)"
2682,38500.0,Olimp,2016.0,Zvezdara,50.0,1.5,2,2,stan,Živka Davidovića,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,770.0,"Živka Davidovića, Beograd","(44.7922875, 20.5070337)"
2683,33000.0,Mirijevo,2009.0,Zvezdara,33.0,1.0,,3,stan,Šejkina,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1000.0,"Šejkina, Beograd","(44.8016963, 20.5284609)"
2684,150000.0,,2000.0,Voždovac,94.0,4.0,1,3,stan,Bilećka,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1595.74468085,"Bilećka, Beograd","(44.7628579, 20.5431462)"
2685,59000.0,Bežanijska kosa,1965.0,Novi Beograd,57.0,2.5,15,18,stan,Pere Segedinca,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1035.0877193,"Pere Segedinca, Beograd","(44.8095873, 20.3786425)"
2695,159000.0,Blok 22,1998.0,Novi Beograd,108.0,3.0,7,7,stan,Antifašističke borbe,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1472.22222222,"Antifašističke borbe, Beograd","(44.8040522, 20.4174053)"
2696,71800.0,Cvetkova pijaca,2016.0,Zvezdara,65.0,2.5,,,stan,Kubanska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1104.61538462,"Kubanska, Beograd","(44.7920092, 20.5041961)"
2697,42000.0,Borča 4,1980.0,Palilula,56.0,2.0,1,5,stan,Bele bartoka,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,750.0,"Bele bartoka, Beograd","(44.8749049, 20.4485154)"
2698,53000.0,Bele vode,1967.0,Čukarica,56.0,3.0,2,2,stan,Palisadska,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,946.428571429,"Palisadska, Beograd","(44.7485968, 20.4028105)"
2699,430000.0,Dorćol,2007.0,Stari grad,236.0,7.0,4,5,stan,Dositejeva,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1822.03389831,"Dositejeva, Beograd","(44.8458937, 20.4105309)"
2700,159000.0,Blok 22,2004.0,Novi Beograd,108.0,3.0,7,7,stan,Antifašističke borbe,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1472.22222222,"Antifašističke borbe, Beograd","(44.8040522, 20.4174053)"
2708,42000.0,Konjarnik,2005.0,Zvezdara,30.0,0.5,,6,stan,Križanićeva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1400.0,"Križanićeva, Beograd","(44.7899344, 20.5018067)"
2711,59000.0,Bežanijska kosa,1965.0,Novi Beograd,57.0,2.5,15,18,stan,Pere Segedinca,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1035.0877193,"Pere Segedinca, Beograd","(44.8095873, 20.3786425)"
2713,90000.0,Banovo brdo,1986.0,Čukarica,95.0,5.0,6,7,stan,Toše Jovanovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,947.368421053,"Toše Jovanovića, Beograd","(44.7744628, 20.4102473)"
2714,55000.0,Trošarina,2014.0,Voždovac,32.0,0.5,2,3,stan,Pazinska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1718.75,"Pazinska, Beograd","(44.7622817, 20.4818474)"
2715,42000.0,Krnjača,2002.0,Palilula,47.0,1.0,1,3,stan,Grge Andrijanovića,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,893.617021277,"Grge Andrijanovića, Beograd","(44.8458553, 20.4947386)"
2716,109900.0,Profesorska kolonija,1957.0,Palilula,75.0,3.0,1,4,stan,Braće Grim,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1465.33333333,"Braće Grim, Beograd","(44.8139776, 20.4808351)"
2717,62500.0,Saobraćajni fakultet,1975.0,Voždovac,52.0,2.5,,4,stan,Kostolačka,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1201.92307692,"Kostolačka, Beograd","(44.7711778, 20.4792944)"
2725,49000.0,Cvetkova pijaca,2015.0,Zvezdara,38.0,0.5,,6,stan,Vladimira Gortana,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1289.47368421,"Vladimira Gortana, Beograd","(44.7863832, 20.5156806)"
2726,85000.0,Žarkovo,2002.0,Čukarica,86.0,4.0,,3,stan,Spasovdanska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,988.372093023,"Spasovdanska, Beograd","(44.7602263, 20.420394)"
2729,170000.0,Lekino brdo,2008.0,Voždovac,118.0,4.0,,2,stan,Kruševačka,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1440.6779661,"Kruševačka, Beograd","(44.7881441, 20.4837352)"
2730,119000.0,Olimp,1980.0,Zvezdara,136.0,4.0,,1,stan,Novobrdska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,875.0,"Novobrdska, Beograd","(44.7945661, 20.5122246)"
2732,226000.0,Tašmajdan,2011.0,Palilula,126.0,4.0,3,5,stan,Dalmatinska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1793.65079365,"Dalmatinska, Beograd","(44.623631, 20.3756836)"
2733,74000.0,Skojevsko naselje,1975.0,Rakovica,102.0,2.0,2,3,stan,Snežane Hrepevnik,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,725.490196078,"Snežane Hrepevnik, Beograd","(44.7489757, 20.4378742)"
2734,105000.0,Lekino brdo,1965.0,Voždovac,75.0,3.0,1,4,stan,Vidska,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1400.0,"Vidska, Beograd","(44.7890307, 20.4859366)"
2737,95000.0,Autokomanda,1961.0,Voždovac,85.0,3.5,1,4,stan,Ustanička,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1117.64705882,"Ustanička, Beograd","(44.7827419, 20.506166)"
2739,209000.0,Dorćol,2007.0,Stari grad,113.0,4.0,4,5,stan,Dositejeva,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1849.55752212,"Dositejeva, Beograd","(44.8458937, 20.4105309)"
2743,55000.0,Mirijevo,1989.0,Zvezdara,55.0,2.0,3,5,stan,Ivana Sarića,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1000.0,"Ivana Sarića, Beograd","(44.7893872, 20.5444065)"
2749,92000.0,Medaković,1985.0,Voždovac,90.0,3.5,7,9,stan,Braće Srnić,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1022.22222222,"Braće Srnić, Beograd","(44.7723595, 20.5073909)"
2751,51000.0,Centar (Savski venac),1995.0,Savski Venac,45.0,2.0,8,8,stan,Durmitorska,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1133.33333333,"Durmitorska, Beograd","(44.7686485, 20.5487841)"
2752,21500.0,Centar (Zemun),1955.0,Zemun,23.0,1.0,,4,stan,Kapetana Radiča Petrovića,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,934.782608696,"Kapetana Radiča Petrovića, Beograd","(44.8371826, 20.4152824)"
2756,221000.0,Donji Dorćol,2007.0,Stari grad,123.0,3.0,5,5,stan,Dositejeva,1.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1796.74796748,"Dositejeva, Beograd","(44.8458937, 20.4105309)"
2757,109900.0,Profesorska kolonija,1960.0,Palilula,75.0,3.0,1,5,stan,Ljubomira Stojanovića,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1465.33333333,"Ljubomira Stojanovića, Beograd","(44.8137384, 20.479221)"
2778,83000.0,Senjak,1950.0,Savski Venac,73.0,2.5,,,stan,Ruska,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1136.98630137,"Ruska, Beograd","(44.8560757, 20.3799306)"
2782,83000.0,,1939.0,Voždovac,60.0,2.5,1,2,stan,Esad Pašina,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1383.33333333,"Esad Pašina, Beograd","(44.782523, 20.4736318)"
2784,34000.0,Mirijevo,2012.0,Zvezdara,45.0,1.5,2,3,stan,Pirandelova,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,755.555555556,"Pirandelova, Beograd","(44.7790004, 20.5374913)"
2787,198000.0,Zvezdarska šuma,2017.0,Zvezdara,110.0,4.0,3,4,stan,Pante Srećkovića,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1800.0,"Pante Srećkovića, Beograd","(44.8073454, 20.4977595)"
2792,149500.0,Palilulska pijaca,1940.0,Palilula,87.0,3.5,2,4,stan,Dr Dragoslava Popovića,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1718.3908046,"Dr Dragoslava Popovića, Beograd","(44.8119513, 20.4743584)"
2794,152000.0,Đeram pijaca,2017.0,Zvezdara,109.0,3.0,6,7,stan,Vojvode Savatija,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1394.49541284,"Vojvode Savatija, Beograd","(44.8021463, 20.4888985)"
2797,75000.0,Vidikovac,2008.0,Rakovica,75.0,3.0,3,7,stan,Pilota Mihaila Petrovića,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1000.0,"Pilota Mihaila Petrovića, Beograd","(44.7432489, 20.4440561)"
2799,190000.0,Tašmajdan,1938.0,Palilula,100.0,3.0,2,4,stan,Ilije Garašanina,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1900.0,"Ilije Garašanina, Beograd","(44.8124017, 20.4706546)"
2802,89500.0,Čubura,1960.0,Vračar,63.0,3.0,3,4,stan,Šumatovačka,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1420.63492063,"Šumatovačka, Beograd","(44.7953449, 20.475974)"
2805,45000.0,Lekino brdo,2014.0,Voždovac,40.0,2.0,,4,stan,Ibarska,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1125.0,"Ibarska, Beograd","(44.3880299, 20.2619014)"
2811,46500.0,Lekino brdo,2017.0,Voždovac,30.0,0.5,,6,stan,Ibarska,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1550.0,"Ibarska, Beograd","(44.3880299, 20.2619014)"
2814,28000.0,Učiteljsko naselje,2011.0,Zvezdara,28.0,1.0,,4,stan,Hajduk Stankova,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1000.0,"Hajduk Stankova, Beograd","(44.7342881, 20.6124167)"
2817,150000.0,Tašmajdan,1967.0,Palilula,94.0,4.0,1,8,stan,27. marta,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1595.74468085,"27. marta, Beograd","(44.8117068, 20.4734505)"
